Kontener{masa=788, producent='COSCO', towar='Telefon'} Poziom: 0 Kolumna: 0 Pozycja: 0
Kontener{masa=486, producent='CMA CMG', towar='Telefon'} Poziom: 1 Kolumna: 13 Pozycja: 8
Kontener{masa=583, producent='Swire', towar='Telefon'} Poziom: 1 Kolumna: 13 Pozycja: 9
Kontener{masa=8491, producent='CMA CMG', towar='Banany'} Poziom: 1 Kolumna: 13 Pozycja: 10
Kontener{masa=8490, producent='COSCO', towar='Banany'} Poziom: 1 Kolumna: 13 Pozycja: 11
Kontener{masa=8490, producent='Matson', towar='Ropa'} Poziom: 1 Kolumna: 13 Pozycja: 12
Kontener{masa=8490, producent='COSCO', towar='Banany'} Poziom: 1 Kolumna: 13 Pozycja: 13
Kontener{masa=8481, producent='Swire', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 13 Pozycja: 14
Kontener{masa=8481, producent='CMA CMG', towar='Banany'} Poziom: 1 Kolumna: 13 Pozycja: 15
Kontener{masa=8481, producent='Maersk', towar='Banany'} Poziom: 1 Kolumna: 13 Pozycja: 16
Kontener{masa=8480, producent='Swire', towar='Farba'} Poziom: 1 Kolumna: 13 Pozycja: 17
Kontener{masa=8479, producent='Swire', towar='Banany'} Poziom: 1 Kolumna: 13 Pozycja: 18
Kontener{masa=8477, producent='Maersk', towar='Kwas'} Poziom: 1 Kolumna: 13 Pozycja: 19
Kontener{masa=153, producent='Maersk', towar='Telefon'} Poziom: 1 Kolumna: 13 Pozycja: 20
Kontener{masa=2238, producent='CMA CMG', towar='Banany'} Poziom: 1 Kolumna: 13 Pozycja: 21
Kontener{masa=2408, producent='Swire', towar='Ropa'} Poziom: 1 Kolumna: 13 Pozycja: 22
Kontener{masa=593, producent='CMA CMG', towar='Telewizor'} Poziom: 1 Kolumna: 13 Pozycja: 23
Kontener{masa=1142, producent='Maersk', towar='Banany'} Poziom: 1 Kolumna: 13 Pozycja: 24
Kontener{masa=173, producent='Swire', towar='Banany'} Poziom: 1 Kolumna: 13 Pozycja: 25
Kontener{masa=2198, producent='Swire', towar='Banany'} Poziom: 1 Kolumna: 13 Pozycja: 26
Kontener{masa=132, producent='Evergreen', towar='Telewizor'} Poziom: 1 Kolumna: 13 Pozycja: 27
Kontener{masa=1021, producent='COSCO', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 13 Pozycja: 28
Kontener{masa=2736, producent='Evergreen', towar='Banany'} Poziom: 1 Kolumna: 13 Pozycja: 29
Kontener{masa=200, producent='CMA CMG', towar='Telewizor'} Poziom: 1 Kolumna: 14 Pozycja: 0
Kontener{masa=2607, producent='Matson', towar='Banany'} Poziom: 1 Kolumna: 14 Pozycja: 1
Kontener{masa=587, producent='COSCO', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 14 Pozycja: 2
Kontener{masa=329, producent='COSCO', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 14 Pozycja: 3
Kontener{masa=100, producent='Maersk', towar='Procesor'} Poziom: 1 Kolumna: 14 Pozycja: 4
Kontener{masa=915, producent='CMA CMG', towar='Telefon'} Poziom: 1 Kolumna: 14 Pozycja: 5
Kontener{masa=528, producent='CMA CMG', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 14 Pozycja: 6
Kontener{masa=120, producent='CMA CMG', towar='Banany'} Poziom: 1 Kolumna: 14 Pozycja: 7
Kontener{masa=39, producent='CMA CMG', towar='Telewizor'} Poziom: 1 Kolumna: 14 Pozycja: 8
Kontener{masa=387, producent='Maersk', towar='Banany'} Poziom: 1 Kolumna: 14 Pozycja: 9
Kontener{masa=8477, producent='Swire', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 14 Pozycja: 10
Kontener{masa=8475, producent='Evergreen', towar='Banany'} Poziom: 1 Kolumna: 14 Pozycja: 11
Kontener{masa=8474, producent='CMA CMG', towar='Banany'} Poziom: 1 Kolumna: 14 Pozycja: 12
Kontener{masa=8474, producent='Matson', towar='Banany'} Poziom: 1 Kolumna: 14 Pozycja: 13
Kontener{masa=8473, producent='Evergreen', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 14 Pozycja: 14
Kontener{masa=8471, producent='Matson', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 14 Pozycja: 15
Kontener{masa=8470, producent='Matson', towar='Banany'} Poziom: 1 Kolumna: 14 Pozycja: 16
Kontener{masa=8469, producent='Matson', towar='Banany'} Poziom: 1 Kolumna: 14 Pozycja: 17
Kontener{masa=8468, producent='Matson', towar='Kwas'} Poziom: 1 Kolumna: 14 Pozycja: 18
Kontener{masa=8466, producent='Maersk', towar='Banany'} Poziom: 1 Kolumna: 14 Pozycja: 19
Kontener{masa=710, producent='Maersk', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 14 Pozycja: 20
Kontener{masa=2173, producent='COSCO', towar='Farba'} Poziom: 1 Kolumna: 14 Pozycja: 21
Kontener{masa=784, producent='Swire', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 14 Pozycja: 22
Kontener{masa=963, producent='CMA CMG', towar='Komputer'} Poziom: 1 Kolumna: 14 Pozycja: 23
Kontener{masa=121, producent='Matson', towar='Telefon'} Poziom: 1 Kolumna: 14 Pozycja: 24
Kontener{masa=480, producent='Maersk', towar='Telefon'} Poziom: 1 Kolumna: 14 Pozycja: 25
Kontener{masa=327, producent='COSCO', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 14 Pozycja: 26
Kontener{masa=761, producent='Evergreen', towar='Telefon'} Poziom: 1 Kolumna: 14 Pozycja: 27
Kontener{masa=131, producent='Evergreen', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 14 Pozycja: 28
Kontener{masa=2368, producent='COSCO', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 14 Pozycja: 29
Kontener{masa=355, producent='Swire', towar='Telewizor'} Poziom: 1 Kolumna: 15 Pozycja: 0
Kontener{masa=503, producent='Evergreen', towar='Procesor'} Poziom: 1 Kolumna: 15 Pozycja: 1
Kontener{masa=965, producent='Evergreen', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 15 Pozycja: 2
Kontener{masa=360, producent='Maersk', towar='Procesor'} Poziom: 1 Kolumna: 15 Pozycja: 3
Kontener{masa=174, producent='CMA CMG', towar='Banany'} Poziom: 1 Kolumna: 15 Pozycja: 4
Kontener{masa=927, producent='Matson', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 15 Pozycja: 5
Kontener{masa=1941, producent='Matson', towar='Banany'} Poziom: 1 Kolumna: 15 Pozycja: 6
Kontener{masa=376, producent='CMA CMG', towar='Komputer'} Poziom: 1 Kolumna: 15 Pozycja: 7
Kontener{masa=843, producent='Maersk', towar='Sok wiśniowy'} Poziom: 1 Kolumna: 15 Pozycja: 8
Kontener{masa=483, producent='Evergreen', towar='Banany'} Poziom: 1 Kolumna: 15 Pozycja: 9
Kontener{masa=8464, producent='COSCO', towar='Kwas'} Poziom: 1 Kolumna: 15 Pozycja: 10
Kontener{masa=8464, producent='Evergreen', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 15 Pozycja: 11
Kontener{masa=8462, producent='Swire', towar='Banany'} Poziom: 1 Kolumna: 15 Pozycja: 12
Kontener{masa=8462, producent='Swire', towar='Ropa'} Poziom: 1 Kolumna: 15 Pozycja: 13
Kontener{masa=8460, producent='Matson', towar='Banany'} Poziom: 1 Kolumna: 15 Pozycja: 14
Kontener{masa=8460, producent='Matson', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 15 Pozycja: 15
Kontener{masa=8460, producent='Matson', towar='Banany'} Poziom: 1 Kolumna: 15 Pozycja: 16
Kontener{masa=8458, producent='Evergreen', towar='Banany'} Poziom: 1 Kolumna: 15 Pozycja: 17
Kontener{masa=8457, producent='Matson', towar='Ropa'} Poziom: 1 Kolumna: 15 Pozycja: 18
Kontener{masa=8455, producent='Evergreen', towar='Banany'} Poziom: 1 Kolumna: 15 Pozycja: 19
Kontener{masa=805, producent='COSCO', towar='Procesor'} Poziom: 1 Kolumna: 15 Pozycja: 20
Kontener{masa=115, producent='Matson', towar='Telefon'} Poziom: 1 Kolumna: 15 Pozycja: 21
Kontener{masa=460, producent='COSCO', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 15 Pozycja: 22
Kontener{masa=30, producent='Evergreen', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 15 Pozycja: 23
Kontener{masa=732, producent='Maersk', towar='Telewizor'} Poziom: 1 Kolumna: 15 Pozycja: 24
Kontener{masa=300, producent='Evergreen', towar='Sok pomarańczowy'} Poziom: 1 Kolumna: 15 Pozycja: 25
Kontener{masa=582, producent='Swire', towar='Banany'} Poziom: 1 Kolumna: 15 Pozycja: 26
Kontener{masa=172, producent='Matson', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 15 Pozycja: 27
Kontener{masa=574, producent='Maersk', towar='Sok pomarańczowy'} Poziom: 1 Kolumna: 15 Pozycja: 28
Kontener{masa=463, producent='Swire', towar='Komputer'} Poziom: 1 Kolumna: 15 Pozycja: 29
Kontener{masa=149, producent='Evergreen', towar='Telewizor'} Poziom: 1 Kolumna: 16 Pozycja: 0
Kontener{masa=421, producent='Swire', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 16 Pozycja: 1
Kontener{masa=1363, producent='Swire', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 16 Pozycja: 2
Kontener{masa=491, producent='Matson', towar='Sok pomarańczowy'} Poziom: 1 Kolumna: 16 Pozycja: 3
Kontener{masa=345, producent='CMA CMG', towar='Komputer'} Poziom: 1 Kolumna: 16 Pozycja: 4
Kontener{masa=935, producent='Maersk', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 16 Pozycja: 5
Kontener{masa=326, producent='Matson', towar='Procesor'} Poziom: 1 Kolumna: 16 Pozycja: 6
Kontener{masa=778, producent='COSCO', towar='Banany'} Poziom: 1 Kolumna: 16 Pozycja: 7
Kontener{masa=465, producent='Evergreen', towar='Telefon'} Poziom: 1 Kolumna: 16 Pozycja: 8
Kontener{masa=950, producent='Evergreen', towar='Procesor'} Poziom: 1 Kolumna: 16 Pozycja: 9
Kontener{masa=8455, producent='Swire', towar='Banany'} Poziom: 1 Kolumna: 16 Pozycja: 10
Kontener{masa=8455, producent='Maersk', towar='Ropa'} Poziom: 1 Kolumna: 16 Pozycja: 11
Kontener{masa=8454, producent='Matson', towar='Farba'} Poziom: 1 Kolumna: 16 Pozycja: 12
Kontener{masa=8452, producent='Swire', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 16 Pozycja: 13
Kontener{masa=8452, producent='Swire', towar='Banany'} Poziom: 1 Kolumna: 16 Pozycja: 14
Kontener{masa=8452, producent='Swire', towar='Banany'} Poziom: 1 Kolumna: 16 Pozycja: 15
Kontener{masa=8451, producent='Maersk', towar='Banany'} Poziom: 1 Kolumna: 16 Pozycja: 16
Kontener{masa=8451, producent='Maersk', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 16 Pozycja: 17
Kontener{masa=8450, producent='Maersk', towar='Kwas'} Poziom: 1 Kolumna: 16 Pozycja: 18
Kontener{masa=8450, producent='COSCO', towar='Banany'} Poziom: 1 Kolumna: 16 Pozycja: 19
Kontener{masa=21, producent='Matson', towar='Sok wiśniowy'} Poziom: 1 Kolumna: 16 Pozycja: 20
Kontener{masa=1615, producent='CMA CMG', towar='Banany'} Poziom: 1 Kolumna: 16 Pozycja: 21
Kontener{masa=176, producent='Maersk', towar='Banany'} Poziom: 1 Kolumna: 16 Pozycja: 22
Kontener{masa=2908, producent='CMA CMG', towar='Banany'} Poziom: 1 Kolumna: 16 Pozycja: 23
Kontener{masa=241, producent='Matson', towar='Sok wiśniowy'} Poziom: 1 Kolumna: 16 Pozycja: 24
Kontener{masa=233, producent='COSCO', towar='Komputer'} Poziom: 1 Kolumna: 16 Pozycja: 25
Kontener{masa=2162, producent='Maersk', towar='Banany'} Poziom: 1 Kolumna: 16 Pozycja: 26
Kontener{masa=509, producent='Evergreen', towar='Sok wiśniowy'} Poziom: 1 Kolumna: 16 Pozycja: 27
Kontener{masa=597, producent='CMA CMG', towar='Sok pomarańczowy'} Poziom: 1 Kolumna: 16 Pozycja: 28
Kontener{masa=304, producent='Maersk', towar='Komputer'} Poziom: 1 Kolumna: 16 Pozycja: 29
Kontener{masa=560, producent='CMA CMG', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 17 Pozycja: 0
Kontener{masa=665, producent='Evergreen', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 17 Pozycja: 1
Kontener{masa=474, producent='CMA CMG', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 17 Pozycja: 2
Kontener{masa=299, producent='CMA CMG', towar='Sok wiśniowy'} Poziom: 1 Kolumna: 17 Pozycja: 3
Kontener{masa=979, producent='COSCO', towar='Telefon'} Poziom: 1 Kolumna: 17 Pozycja: 4
Kontener{masa=844, producent='CMA CMG', towar='Telewizor'} Poziom: 1 Kolumna: 17 Pozycja: 5
Kontener{masa=86, producent='Matson', towar='Telewizor'} Poziom: 1 Kolumna: 17 Pozycja: 6
Kontener{masa=1379, producent='Matson', towar='Kwas'} Poziom: 1 Kolumna: 17 Pozycja: 7
Kontener{masa=986, producent='Matson', towar='Farba'} Poziom: 1 Kolumna: 17 Pozycja: 8
Kontener{masa=2353, producent='Evergreen', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 17 Pozycja: 9
Kontener{masa=8449, producent='CMA CMG', towar='Banany'} Poziom: 1 Kolumna: 17 Pozycja: 10
Kontener{masa=8449, producent='COSCO', towar='Banany'} Poziom: 1 Kolumna: 17 Pozycja: 11
Kontener{masa=8441, producent='CMA CMG', towar='Banany'} Poziom: 1 Kolumna: 17 Pozycja: 12
Kontener{masa=8439, producent='Evergreen', towar='Kwas'} Poziom: 1 Kolumna: 17 Pozycja: 13
Kontener{masa=8438, producent='Swire', towar='Banany'} Poziom: 1 Kolumna: 17 Pozycja: 14
Kontener{masa=8438, producent='Maersk', towar='Farba'} Poziom: 1 Kolumna: 17 Pozycja: 15
Kontener{masa=8437, producent='Matson', towar='Banany'} Poziom: 1 Kolumna: 17 Pozycja: 16
Kontener{masa=8437, producent='Maersk', towar='Banany'} Poziom: 1 Kolumna: 17 Pozycja: 17
Kontener{masa=8436, producent='CMA CMG', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 17 Pozycja: 18
Kontener{masa=8435, producent='Swire', towar='Banany'} Poziom: 1 Kolumna: 17 Pozycja: 19
Kontener{masa=604, producent='Matson', towar='Telefon'} Poziom: 1 Kolumna: 17 Pozycja: 20
Kontener{masa=1849, producent='COSCO', towar='Ropa'} Poziom: 1 Kolumna: 17 Pozycja: 21
Kontener{masa=363, producent='Swire', towar='Sok pomarańczowy'} Poziom: 1 Kolumna: 17 Pozycja: 22
Kontener{masa=386, producent='Evergreen', towar='Sok wiśniowy'} Poziom: 1 Kolumna: 17 Pozycja: 23
Kontener{masa=831, producent='COSCO', towar='Komputer'} Poziom: 1 Kolumna: 17 Pozycja: 24
Kontener{masa=233, producent='COSCO', towar='Komputer'} Poziom: 1 Kolumna: 17 Pozycja: 25
Kontener{masa=2286, producent='CMA CMG', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 17 Pozycja: 26
Kontener{masa=251, producent='COSCO', towar='Telefon'} Poziom: 1 Kolumna: 17 Pozycja: 27
Kontener{masa=323, producent='Matson', towar='Telefon'} Poziom: 1 Kolumna: 17 Pozycja: 28
Kontener{masa=1463, producent='Evergreen', towar='Banany'} Poziom: 1 Kolumna: 17 Pozycja: 29
Kontener{masa=951, producent='COSCO', towar='Telewizor'} Poziom: 1 Kolumna: 18 Pozycja: 0
Kontener{masa=400, producent='Matson', towar='Sok wiśniowy'} Poziom: 1 Kolumna: 18 Pozycja: 1
Kontener{masa=208, producent='CMA CMG', towar='Procesor'} Poziom: 1 Kolumna: 18 Pozycja: 2
Kontener{masa=2624, producent='Maersk', towar='Ropa'} Poziom: 1 Kolumna: 18 Pozycja: 3
Kontener{masa=800, producent='COSCO', towar='Telewizor'} Poziom: 1 Kolumna: 18 Pozycja: 4
Kontener{masa=395, producent='Matson', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 18 Pozycja: 5
Kontener{masa=303, producent='Evergreen', towar='Procesor'} Poziom: 1 Kolumna: 18 Pozycja: 6
Kontener{masa=728, producent='Swire', towar='Telewizor'} Poziom: 1 Kolumna: 18 Pozycja: 7
Kontener{masa=631, producent='Maersk', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 18 Pozycja: 8
Kontener{masa=70, producent='Evergreen', towar='Komputer'} Poziom: 1 Kolumna: 18 Pozycja: 9
Kontener{masa=8435, producent='Swire', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 18 Pozycja: 10
Kontener{masa=8434, producent='CMA CMG', towar='Banany'} Poziom: 1 Kolumna: 18 Pozycja: 11
Kontener{masa=8433, producent='CMA CMG', towar='Banany'} Poziom: 1 Kolumna: 18 Pozycja: 12
Kontener{masa=8432, producent='CMA CMG', towar='Banany'} Poziom: 1 Kolumna: 18 Pozycja: 13
Kontener{masa=8427, producent='Evergreen', towar='Banany'} Poziom: 1 Kolumna: 18 Pozycja: 14
Kontener{masa=8426, producent='Matson', towar='Ropa'} Poziom: 1 Kolumna: 18 Pozycja: 15
Kontener{masa=8424, producent='Maersk', towar='Ropa'} Poziom: 1 Kolumna: 18 Pozycja: 16
Kontener{masa=8423, producent='Maersk', towar='Kwas'} Poziom: 1 Kolumna: 18 Pozycja: 17
Kontener{masa=8421, producent='Maersk', towar='Banany'} Poziom: 1 Kolumna: 18 Pozycja: 18
Kontener{masa=8421, producent='COSCO', towar='Banany'} Poziom: 1 Kolumna: 18 Pozycja: 19
Kontener{masa=549, producent='Matson', towar='Banany'} Poziom: 1 Kolumna: 18 Pozycja: 20
Kontener{masa=476, producent='Matson', towar='Telewizor'} Poziom: 1 Kolumna: 18 Pozycja: 21
Kontener{masa=2029, producent='Maersk', towar='Ropa'} Poziom: 1 Kolumna: 18 Pozycja: 22
Kontener{masa=587, producent='Evergreen', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 18 Pozycja: 23
Kontener{masa=1959, producent='Matson', towar='Farba'} Poziom: 1 Kolumna: 18 Pozycja: 24
Kontener{masa=2339, producent='Maersk', towar='Banany'} Poziom: 1 Kolumna: 18 Pozycja: 25
Kontener{masa=708, producent='Maersk', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 18 Pozycja: 26
Kontener{masa=997, producent='Matson', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 18 Pozycja: 27
Kontener{masa=272, producent='Matson', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 18 Pozycja: 28
Kontener{masa=762, producent='Evergreen', towar='Telewizor'} Poziom: 1 Kolumna: 18 Pozycja: 29
Kontener{masa=833, producent='CMA CMG', towar='Telewizor'} Poziom: 1 Kolumna: 19 Pozycja: 0
Kontener{masa=531, producent='Matson', towar='Komputer'} Poziom: 1 Kolumna: 19 Pozycja: 1
Kontener{masa=590, producent='Swire', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 19 Pozycja: 2
Kontener{masa=814, producent='Matson', towar='Sok pomarańczowy'} Poziom: 1 Kolumna: 19 Pozycja: 3
Kontener{masa=385, producent='CMA CMG', towar='Sok pomarańczowy'} Poziom: 1 Kolumna: 19 Pozycja: 4
Kontener{masa=276, producent='CMA CMG', towar='Procesor'} Poziom: 1 Kolumna: 19 Pozycja: 5
Kontener{masa=579, producent='COSCO', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 19 Pozycja: 6
Kontener{masa=2583, producent='Maersk', towar='Banany'} Poziom: 1 Kolumna: 19 Pozycja: 7
Kontener{masa=727, producent='Matson', towar='Telewizor'} Poziom: 1 Kolumna: 19 Pozycja: 8
Kontener{masa=99, producent='COSCO', towar='Telefon'} Poziom: 1 Kolumna: 19 Pozycja: 9
Kontener{masa=8419, producent='COSCO', towar='Banany'} Poziom: 1 Kolumna: 19 Pozycja: 10
Kontener{masa=8418, producent='Evergreen', towar='Ropa'} Poziom: 1 Kolumna: 19 Pozycja: 11
Kontener{masa=8413, producent='Matson', towar='Banany'} Poziom: 1 Kolumna: 19 Pozycja: 12
Kontener{masa=8411, producent='Maersk', towar='Farba'} Poziom: 1 Kolumna: 19 Pozycja: 13
Kontener{masa=8409, producent='COSCO', towar='Banany'} Poziom: 1 Kolumna: 19 Pozycja: 14
Kontener{masa=8406, producent='CMA CMG', towar='Banany'} Poziom: 1 Kolumna: 19 Pozycja: 15
Kontener{masa=8405, producent='Evergreen', towar='Banany'} Poziom: 1 Kolumna: 19 Pozycja: 16
Kontener{masa=8405, producent='Matson', towar='Kwas'} Poziom: 1 Kolumna: 19 Pozycja: 17
Kontener{masa=8404, producent='Swire', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 19 Pozycja: 18
Kontener{masa=8403, producent='COSCO', towar='Banany'} Poziom: 1 Kolumna: 19 Pozycja: 19
Kontener{masa=2933, producent='Matson', towar='Kwas'} Poziom: 1 Kolumna: 19 Pozycja: 20
Kontener{masa=56, producent='CMA CMG', towar='Telefon'} Poziom: 1 Kolumna: 19 Pozycja: 21
Kontener{masa=600, producent='Swire', towar='Sok pomarańczowy'} Poziom: 1 Kolumna: 19 Pozycja: 22
Kontener{masa=868, producent='Evergreen', towar='Banany'} Poziom: 1 Kolumna: 19 Pozycja: 23
Kontener{masa=909, producent='CMA CMG', towar='Sok wiśniowy'} Poziom: 1 Kolumna: 19 Pozycja: 24
Kontener{masa=423, producent='Maersk', towar='Komputer'} Poziom: 1 Kolumna: 19 Pozycja: 25
Kontener{masa=689, producent='CMA CMG', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 19 Pozycja: 26
Kontener{masa=361, producent='CMA CMG', towar='Telewizor'} Poziom: 1 Kolumna: 19 Pozycja: 27
Kontener{masa=847, producent='COSCO', towar='Sok pomarańczowy'} Poziom: 1 Kolumna: 19 Pozycja: 28
Kontener{masa=789, producent='Matson', towar='Telefon'} Poziom: 1 Kolumna: 19 Pozycja: 29
Kontener{masa=873, producent='Matson', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 20 Pozycja: 0
Kontener{masa=700, producent='Matson', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 20 Pozycja: 1
Kontener{masa=857, producent='Matson', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 20 Pozycja: 2
Kontener{masa=173, producent='Matson', towar='Komputer'} Poziom: 1 Kolumna: 20 Pozycja: 3
Kontener{masa=570, producent='CMA CMG', towar='Procesor'} Poziom: 1 Kolumna: 20 Pozycja: 4
Kontener{masa=343, producent='Maersk', towar='Farba'} Poziom: 1 Kolumna: 20 Pozycja: 5
Kontener{masa=83, producent='Maersk', towar='Telewizor'} Poziom: 1 Kolumna: 20 Pozycja: 6
Kontener{masa=1576, producent='CMA CMG', towar='Banany'} Poziom: 1 Kolumna: 20 Pozycja: 7
Kontener{masa=67, producent='Evergreen', towar='Telefon'} Poziom: 1 Kolumna: 20 Pozycja: 8
Kontener{masa=823, producent='CMA CMG', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 20 Pozycja: 9
Kontener{masa=8403, producent='Evergreen', towar='Ropa'} Poziom: 1 Kolumna: 20 Pozycja: 10
Kontener{masa=8403, producent='CMA CMG', towar='Farba'} Poziom: 1 Kolumna: 20 Pozycja: 11
Kontener{masa=8402, producent='CMA CMG', towar='Ropa'} Poziom: 1 Kolumna: 20 Pozycja: 12
Kontener{masa=8400, producent='Swire', towar='Farba'} Poziom: 1 Kolumna: 20 Pozycja: 13
Kontener{masa=8397, producent='Maersk', towar='Banany'} Poziom: 1 Kolumna: 20 Pozycja: 14
Kontener{masa=8395, producent='COSCO', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 20 Pozycja: 15
Kontener{masa=8394, producent='Evergreen', towar='Banany'} Poziom: 1 Kolumna: 20 Pozycja: 16
Kontener{masa=8394, producent='Evergreen', towar='Kwas'} Poziom: 1 Kolumna: 20 Pozycja: 17
Kontener{masa=8394, producent='Matson', towar='Banany'} Poziom: 1 Kolumna: 20 Pozycja: 18
Kontener{masa=8389, producent='Maersk', towar='Banany'} Poziom: 1 Kolumna: 20 Pozycja: 19
Kontener{masa=926, producent='CMA CMG', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 20 Pozycja: 20
Kontener{masa=952, producent='Swire', towar='Sok wiśniowy'} Poziom: 1 Kolumna: 20 Pozycja: 21
Kontener{masa=243, producent='COSCO', towar='Telewizor'} Poziom: 1 Kolumna: 20 Pozycja: 22
Kontener{masa=98, producent='CMA CMG', towar='Farba'} Poziom: 1 Kolumna: 20 Pozycja: 23
Kontener{masa=220, producent='Maersk', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 20 Pozycja: 24
Kontener{masa=2, producent='Swire', towar='Telewizor'} Poziom: 1 Kolumna: 20 Pozycja: 25
Kontener{masa=622, producent='CMA CMG', towar='Sok wiśniowy'} Poziom: 1 Kolumna: 20 Pozycja: 26
Kontener{masa=186, producent='Matson', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 20 Pozycja: 27
Kontener{masa=319, producent='COSCO', towar='Komputer'} Poziom: 1 Kolumna: 20 Pozycja: 28
Kontener{masa=285, producent='CMA CMG', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 20 Pozycja: 29
Kontener{masa=2954, producent='CMA CMG', towar='Kwas'} Poziom: 1 Kolumna: 21 Pozycja: 0
Kontener{masa=302, producent='CMA CMG', towar='Komputer'} Poziom: 1 Kolumna: 21 Pozycja: 1
Kontener{masa=166, producent='COSCO', towar='Sok pomarańczowy'} Poziom: 1 Kolumna: 21 Pozycja: 2
Kontener{masa=2517, producent='Matson', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 21 Pozycja: 3
Kontener{masa=752, producent='Swire', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 21 Pozycja: 4
Kontener{masa=707, producent='Evergreen', towar='Telefon'} Poziom: 1 Kolumna: 21 Pozycja: 5
